Site,s_graph_value,s_table_name
BACD500_s,N (tot kjel) {TKN} (ug/L),sensor_repository_49096
BACD600_b,N (tot kjel) {TKN} (ug/L),sensor_repository_73372
BACD600_s,N (tot kjel) {TKN} (ug/L),sensor_repository_51476
BACD700_b,N (tot kjel) {TKN} (ug/L),sensor_repository_73848
BACD700_s,N (tot kjel) {TKN} (ug/L),sensor_repository_51952
BACU100_b,N (tot kjel) {TKN} (ug/L),sensor_repository_74562
BACU100_s,N (tot kjel) {TKN} (ug/L),sensor_repository_52666
BACU150_b,N (tot kjel) {TKN} (ug/L),sensor_repository_71468
BACU150_s,N (tot kjel) {TKN} (ug/L),sensor_repository_49572
BACU200_b,N (tot kjel) {TKN} (ug/L),sensor_repository_73610
BACU200_s,N (tot kjel) {TKN} (ug/L),sensor_repository_51714
BACU300_b,N (tot kjel) {TKN} (ug/L),sensor_repository_71230
BACU300_s,N (tot kjel) {TKN} (ug/L),sensor_repository_49334
BACU400_b,N (tot kjel) {TKN} (ug/L),sensor_repository_72658
BACU400_s,N (tot kjel) {TKN} (ug/L),sensor_repository_50762
BACU50_b,N (tot kjel) {TKN} (ug/L),sensor_repository_71706
BACU50_s,N (tot kjel) {TKN} (ug/L),sensor_repository_49810
BACU600_b,N (tot kjel) {TKN} (ug/L),sensor_repository_73134
BACU600_s,N (tot kjel) {TKN} (ug/L),sensor_repository_51238
BC11_1_b,N (tot kjel) {TKN} (ug/L),sensor_repository_55046
BC11_1_s,N (tot kjel) {TKN} (ug/L),sensor_repository_32912
BC11_2_b,N (tot kjel) {TKN} (ug/L),sensor_repository_55284
BC11_2_s,N (tot kjel) {TKN} (ug/L),sensor_repository_33150
BC11_3_b,N (tot kjel) {TKN} (ug/L),sensor_repository_55522
BC11_3_s,N (tot kjel) {TKN} (ug/L),sensor_repository_33388
BC11_4_b,N (tot kjel) {TKN} (ug/L),sensor_repository_55760
BC11_4_s,N (tot kjel) {TKN} (ug/L),sensor_repository_33626
BC11_5_b,N (tot kjel) {TKN} (ug/L),sensor_repository_55998
BC11_5_s,N (tot kjel) {TKN} (ug/L),sensor_repository_33864
BC11_6_b,N (tot kjel) {TKN} (ug/L),sensor_repository_56236
BC11_6_s,N (tot kjel) {TKN} (ug/L),sensor_repository_34102
BC11_b,N (tot kjel) {TKN} (ug/L),sensor_repository_54808
BC11_s,N (tot kjel) {TKN} (ug/L),sensor_repository_32674
BC12_b,N (tot kjel) {TKN} (ug/L),sensor_repository_54570
BC12_s,N (tot kjel) {TKN} (ug/L),sensor_repository_32436
BLA_b,N (tot kjel) {TKN} (ug/L),sensor_repository_58854
BLA_s,N (tot kjel) {TKN} (ug/L),sensor_repository_36720
CAS_b,N (tot kjel) {TKN} (ug/L),sensor_repository_69802
CAS_s,N (tot kjel) {TKN} (ug/L),sensor_repository_47906
CASMID_b,N (tot kjel) {TKN} (ug/L),sensor_repository_67660
CASMID_s,N (tot kjel) {TKN} (ug/L),sensor_repository_45764
CAV_b,N (tot kjel) {TKN} (ug/L),sensor_repository_58140
CAV_s,N (tot kjel) {TKN} (ug/L),sensor_repository_36006
CSBP1_b,N (tot kjel) {TKN} (ug/L),sensor_repository_56474
CSBP1_s,N (tot kjel) {TKN} (ug/L),sensor_repository_34340
CSBP2_b,N (tot kjel) {TKN} (ug/L),sensor_repository_56712
CSBP2_s,N (tot kjel) {TKN} (ug/L),sensor_repository_34578
CSBP3_b,N (tot kjel) {TKN} (ug/L),sensor_repository_56950
CSBP3_s,N (tot kjel) {TKN} (ug/L),sensor_repository_34816
CSBP4_b,N (tot kjel) {TKN} (ug/L),sensor_repository_57188
CSBP4_s,N (tot kjel) {TKN} (ug/L),sensor_repository_35054
ELL_b,N (tot kjel) {TKN} (ug/L),sensor_repository_68136
ELL_s,N (tot kjel) {TKN} (ug/L),sensor_repository_46240
ELLAM_b,N (tot kjel) {TKN} (ug/L),sensor_repository_75276
ELLAM_s,N (tot kjel) {TKN} (ug/L),sensor_repository_53380
ELLD50_b,N (tot kjel) {TKN} (ug/L),sensor_repository_78370
ELLD50_s,N (tot kjel) {TKN} (ug/L),sensor_repository_80512
FP1_b,N (tot kjel) {TKN} (ug/L),sensor_repository_82136
FP1_s,N (tot kjel) {TKN} (ug/L),sensor_repository_81898
FP13_b,N (tot kjel) {TKN} (ug/L),sensor_repository_64328
FP13_s,N (tot kjel) {TKN} (ug/L),sensor_repository_41956
FP2.1_b,N (tot kjel) {TKN} (ug/L),sensor_repository_84040
FP2.1_s,N (tot kjel) {TKN} (ug/L),sensor_repository_83802
FP2.2_b,N (tot kjel) {TKN} (ug/L),sensor_repository_84516
FP2.2_s,N (tot kjel) {TKN} (ug/L),sensor_repository_84278
FP2_b,N (tot kjel) {TKN} (ug/L),sensor_repository_65518
FP2_s,N (tot kjel) {TKN} (ug/L),sensor_repository_43622
FP3_b,N (tot kjel) {TKN} (ug/L),sensor_repository_65756
FP3_s,N (tot kjel) {TKN} (ug/L),sensor_repository_43860
FP3B_b,N (tot kjel) {TKN} (ug/L),sensor_repository_63852
FP3B_s,N (tot kjel) {TKN} (ug/L),sensor_repository_41480
FP3C_b,N (tot kjel) {TKN} (ug/L),sensor_repository_64090
FP3C_s,N (tot kjel) {TKN} (ug/L),sensor_repository_41718
FP4_1_b,N (tot kjel) {TKN} (ug/L),sensor_repository_57902
FP4_1_s,N (tot kjel) {TKN} (ug/L),sensor_repository_35768
FP4_b,N (tot kjel) {TKN} (ug/L),sensor_repository_65994
FP4_s,N (tot kjel) {TKN} (ug/L),sensor_repository_44098
FP5_b,N (tot kjel) {TKN} (ug/L),sensor_repository_66232
FP5_s,N (tot kjel) {TKN} (ug/L),sensor_repository_44336
FP6_b,N (tot kjel) {TKN} (ug/L),sensor_repository_66470
FP6_s,N (tot kjel) {TKN} (ug/L),sensor_repository_44574
FP7_b,N (tot kjel) {TKN} (ug/L),sensor_repository_83564
FP7_s,N (tot kjel) {TKN} (ug/L),sensor_repository_83326
GRE_b,N (tot kjel) {TKN} (ug/L),sensor_repository_68374
GRE_s,N (tot kjel) {TKN} (ug/L),sensor_repository_46478
HEA_b,N (tot kjel) {TKN} (ug/L),sensor_repository_62424
HEA_s,N (tot kjel) {TKN} (ug/L),sensor_repository_40052
HES_b,N (tot kjel) {TKN} (ug/L),sensor_repository_68612
HES_s,N (tot kjel) {TKN} (ug/L),sensor_repository_46716
JBC_b,N (tot kjel) {TKN} (ug/L),sensor_repository_75514
JBC_s,N (tot kjel) {TKN} (ug/L),sensor_repository_53618
KBT14_b,N (tot kjel) {TKN} (ug/L),sensor_repository_57426
KBT14_s,N (tot kjel) {TKN} (ug/L),sensor_repository_35292
KBT15_b,N (tot kjel) {TKN} (ug/L),sensor_repository_57664
KBT15_s,N (tot kjel) {TKN} (ug/L),sensor_repository_35530
KEN_b,N (tot kjel) {TKN} (ug/L),sensor_repository_67422
KEN_s,N (tot kjel) {TKN} (ug/L),sensor_repository_45526
KENU150_b,N (tot kjel) {TKN} (ug/L),sensor_repository_74086
KENU150_s,N (tot kjel) {TKN} (ug/L),sensor_repository_52190
KENU300_b,N (tot kjel) {TKN} (ug/L),sensor_repository_74324
KENU300_s,N (tot kjel) {TKN} (ug/L),sensor_repository_52428
KIN_b,N (tot kjel) {TKN} (ug/L),sensor_repository_61234
KIN_s,N (tot kjel) {TKN} (ug/L),sensor_repository_38862
KMO_b,N (tot kjel) {TKN} (ug/L),sensor_repository_63614
KMO_s,N (tot kjel) {TKN} (ug/L),sensor_repository_41242
KS7_b,N (tot kjel) {TKN} (ug/L),sensor_repository_76942
KS7_s,N (tot kjel) {TKN} (ug/L),sensor_repository_76466
KS9_b,N (tot kjel) {TKN} (ug/L),sensor_repository_77180
KS9_s,N (tot kjel) {TKN} (ug/L),sensor_repository_76704
LLH_b,N (tot kjel) {TKN} (ug/L),sensor_repository_58616
LLH_s,N (tot kjel) {TKN} (ug/L),sensor_repository_36482
MACD50_b,N (tot kjel) {TKN} (ug/L),sensor_repository_78608
MACD50_s,N (tot kjel) {TKN} (ug/L),sensor_repository_80750
MAS_b,N (tot kjel) {TKN} (ug/L),sensor_repository_68850
MAS_s,N (tot kjel) {TKN} (ug/L),sensor_repository_46954
MASD50_b,N (tot kjel) {TKN} (ug/L),sensor_repository_79084
MASD50_s,N (tot kjel) {TKN} (ug/L),sensor_repository_81226
MAY_b,N (tot kjel) {TKN} (ug/L),sensor_repository_60044
MAY_s,N (tot kjel) {TKN} (ug/L),sensor_repository_37672
MEAD_b,N (tot kjel) {TKN} (ug/L),sensor_repository_78132
MEAD_s,N (tot kjel) {TKN} (ug/L),sensor_repository_80274
MENDD_b,N (tot kjel) {TKN} (ug/L),sensor_repository_70754
MENDD_s,N (tot kjel) {TKN} (ug/L),sensor_repository_48858
MSB_b,N (tot kjel) {TKN} (ug/L),sensor_repository_60996
MSB_s,N (tot kjel) {TKN} (ug/L),sensor_repository_38624
MULB_b,N (tot kjel) {TKN} (ug/L),sensor_repository_60282
MULB_s,N (tot kjel) {TKN} (ug/L),sensor_repository_37910
NAR_b,N (tot kjel) {TKN} (ug/L),sensor_repository_59330
NAR_s,N (tot kjel) {TKN} (ug/L),sensor_repository_36958
NIC_b,N (tot kjel) {TKN} (ug/L),sensor_repository_61472
NIC_s,N (tot kjel) {TKN} (ug/L),sensor_repository_39100
NICD200_b,N (tot kjel) {TKN} (ug/L),sensor_repository_69326
NICD200_s,N (tot kjel) {TKN} (ug/L),sensor_repository_47430
NIL_b,N (tot kjel) {TKN} (ug/L),sensor_repository_59568
NIL_s,N (tot kjel) {TKN} (ug/L),sensor_repository_37196
NQ1_b,N (tot kjel) {TKN} (ug/L),sensor_repository_64804
NQ1_s,N (tot kjel) {TKN} (ug/L),sensor_repository_42908
NQ2_b,N (tot kjel) {TKN} (ug/L),sensor_repository_65042
NQ2_s,N (tot kjel) {TKN} (ug/L),sensor_repository_43146
P3_b,N (tot kjel) {TKN} (ug/L),sensor_repository_70516
P3_s,N (tot kjel) {TKN} (ug/L),sensor_repository_48620
PAC_b,N (tot kjel) {TKN} (ug/L),sensor_repository_79322
PAC_s,N (tot kjel) {TKN} (ug/L),sensor_repository_81464
PB10_b,N (tot kjel) {TKN} (ug/L),sensor_repository_67184
PB10_s,N (tot kjel) {TKN} (ug/L),sensor_repository_45288
PO2_b,N (tot kjel) {TKN} (ug/L),sensor_repository_70040
PO2_s,N (tot kjel) {TKN} (ug/L),sensor_repository_48144
PO3_b,N (tot kjel) {TKN} (ug/L),sensor_repository_70278
PO3_s,N (tot kjel) {TKN} (ug/L),sensor_repository_48382
POL_b,N (tot kjel) {TKN} (ug/L),sensor_repository_75038
POL_s,N (tot kjel) {TKN} (ug/L),sensor_repository_53142
PRISPT_b,N (tot kjel) {TKN} (ug/L),sensor_repository_59806
PRISPT_s,N (tot kjel) {TKN} (ug/L),sensor_repository_37434
RB1_b,N (tot kjel) {TKN} (ug/L),sensor_repository_69088
RB1_s,N (tot kjel) {TKN} (ug/L),sensor_repository_47192
REG_b,N (tot kjel) {TKN} (ug/L),sensor_repository_58378
REG_s,N (tot kjel) {TKN} (ug/L),sensor_repository_36244
RIV_b,N (tot kjel) {TKN} (ug/L),sensor_repository_61710
RIV_s,N (tot kjel) {TKN} (ug/L),sensor_repository_39338
RON_b,N (tot kjel) {TKN} (ug/L),sensor_repository_62900
RON_s,N (tot kjel) {TKN} (ug/L),sensor_repository_40528
RON2_b,N (tot kjel) {TKN} (ug/L),sensor_repository_76228
RON2_s,N (tot kjel) {TKN} (ug/L),sensor_repository_54332
SAL_b,N (tot kjel) {TKN} (ug/L),sensor_repository_61948
SAL_s,N (tot kjel) {TKN} (ug/L),sensor_repository_39576
SANDBR_b,N (tot kjel) {TKN} (ug/L),sensor_repository_74800
SANDBR_s,N (tot kjel) {TKN} (ug/L),sensor_repository_52904
SB9_b,N (tot kjel) {TKN} (ug/L),sensor_repository_66946
SB9_s,N (tot kjel) {TKN} (ug/L),sensor_repository_45050
SCB_b,N (tot kjel) {TKN} (ug/L),sensor_repository_69564
SCB_s,N (tot kjel) {TKN} (ug/L),sensor_repository_47668
SCB2_b,N (tot kjel) {TKN} (ug/L),sensor_repository_78846
SCB2_s,N (tot kjel) {TKN} (ug/L),sensor_repository_80988
SCS01_b,N (tot kjel) {TKN} (ug/L),sensor_repository_75752
SCS01_s,N (tot kjel) {TKN} (ug/L),sensor_repository_53856
SHELL_b,N (tot kjel) {TKN} (ug/L),sensor_repository_77656
SHELL_s,N (tot kjel) {TKN} (ug/L),sensor_repository_79798
STJ_b,N (tot kjel) {TKN} (ug/L),sensor_repository_62662
STJ_s,N (tot kjel) {TKN} (ug/L),sensor_repository_40290
SUC_b,N (tot kjel) {TKN} (ug/L),sensor_repository_63138
SUC_s,N (tot kjel) {TKN} (ug/L),sensor_repository_40766
VIT_b,N (tot kjel) {TKN} (ug/L),sensor_repository_64566
VIT_s,N (tot kjel) {TKN} (ug/L),sensor_repository_42194
WAYB_b,N (tot kjel) {TKN} (ug/L),sensor_repository_77894
WAYB_s,N (tot kjel) {TKN} (ug/L),sensor_repository_80036
WBRP_b,N (tot kjel) {TKN} (ug/L),sensor_repository_75990
WBRP_s,N (tot kjel) {TKN} (ug/L),sensor_repository_54094
WHA_b,N (tot kjel) {TKN} (ug/L),sensor_repository_63376
WHA_s,N (tot kjel) {TKN} (ug/L),sensor_repository_41004
WMP_b,N (tot kjel) {TKN} (ug/L),sensor_repository_62186
WMP_s,N (tot kjel) {TKN} (ug/L),sensor_repository_39814
ARM_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_59086
ARM_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_32192
BAC_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_67892
BAC_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_45996
BACD100_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_71938
BACD100_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_50042
BACD200_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_72176
BACD200_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_50280
BACD25_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_60752
BACD25_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_38380
BACD300_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_72414
BACD300_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_50518
BACD400_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_72890
BACD400_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_50994
BACD50_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_60514
BACD50_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_38142
BACD500_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_70986
BACD500_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_49090
BACD600_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_73366
BACD600_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_51470
BACD700_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_73842
BACD700_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_51946
BACU100_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_74556
BACU100_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_52660
BACU150_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_71462
BACU150_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_49566
BACU200_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_73604
BACU200_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_51708
BACU300_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_71224
BACU300_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_49328
BACU400_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_72652
BACU400_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_50756
BACU50_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_71700
BACU50_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_49804
BACU600_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_73128
BACU600_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_51232
BC11_1_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_55040
BC11_1_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_32906
BC11_2_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_55278
BC11_2_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_33144
BC11_3_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_55516
BC11_3_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_33382
BC11_4_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_55754
BC11_4_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_33620
BC11_5_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_55992
BC11_5_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_33858
BC11_6_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_56230
BC11_6_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_34096
BC11_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_54802
BC11_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_32668
BC12_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_54564
BC12_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_32430
BLA_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_58848
BLA_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_36714
CAS_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_69796
CAS_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_47900
CASMID_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_67654
CASMID_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_45758
CAV_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_58134
CAV_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_36000
CSBP1_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_56468
CSBP1_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_34334
CSBP2_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_56706
CSBP2_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_34572
CSBP3_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_56944
CSBP3_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_34810
CSBP4_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_57182
CSBP4_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_35048
ELL_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_68130
ELL_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_46234
ELLAM_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_75270
ELLAM_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_53374
ELLD50_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_78364
ELLD50_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_80506
FP1_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_82130
FP1_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_81892
FP13_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_64322
FP13_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_41950
FP2.1_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_84034
FP2.1_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_83796
FP2.2_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_84510
FP2.2_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_84272
FP2_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_65512
FP2_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_43616
FP3_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_65750
FP3_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_43854
FP3B_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_63846
FP3B_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_41474
FP3C_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_64084
FP3C_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_41712
FP4_1_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_57896
FP4_1_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_35762
FP4_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_65988
FP4_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_44092
FP5_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_66226
FP5_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_44330
FP6_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_66464
FP6_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_44568
FP7_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_83558
FP7_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_83320
GRE_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_68368
GRE_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_46472
HEA_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_62418
HEA_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_40046
HES_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_68606
HES_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_46710
JBC_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_75508
JBC_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_53612
KBT14_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_57420
KBT14_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_35286
KBT15_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_57658
KBT15_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_35524
KEN_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_67416
KEN_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_45520
KENU150_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_74080
KENU150_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_52184
KENU300_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_74318
KENU300_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_52422
KIN_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_61228
KIN_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_38856
KMO_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_63608
KMO_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_41236
KS7_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_76936
KS7_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_76460
KS9_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_77174
KS9_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_76698
LLH_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_58610
LLH_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_36476
MACD50_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_78602
MACD50_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_80744
MAS_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_68844
MAS_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_46948
MASD50_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_79078
MASD50_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_81220
MAY_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_60038
MAY_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_37666
MEAD_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_78126
MEAD_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_80268
MENDD_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_70748
MENDD_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_48852
MSB_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_60990
MSB_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_38618
MULB_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_60276
MULB_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_37904
NAR_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_59324
NAR_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_36952
NIC_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_61466
NIC_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_39094
NICD200_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_69320
NICD200_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_47424
NIL_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_59562
NIL_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_37190
NQ1_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_64798
NQ1_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_42902
NQ2_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_65036
NQ2_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_43140
P3_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_70510
P3_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_48614
PAC_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_79316
PAC_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_81458
PB10_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_67178
PB10_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_45282
PO2_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_70034
PO2_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_48138
PO3_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_70272
PO3_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_48376
POL_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_75032
POL_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_53136
PRISPT_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_59800
PRISPT_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_37428
RB1_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_69082
RB1_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_47186
REG_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_58372
REG_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_36238
RIV_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_61704
RIV_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_39332
RON_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_62894
RON_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_40522
RON2_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_76222
RON2_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_54326
SAL_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_61942
SAL_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_39570
SANDBR_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_74794
SANDBR_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_52898
SB9_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_66940
SB9_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_45044
SCB_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_69558
SCB_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_47662
SCB2_b,NH3-N/NH4-N (sol) (ug/L),sensor_repository_78840
SCB2_s,NH3-N/NH4-N (sol) (ug/L),sensor_repository_80982
