Site,s_graph_value,s_table_name
SUSANB,Chlorophyll a (by vol) (mg/L),sensor_repository_13901
SUSANB,Chlorophyll a (in situ) (RFU),sensor_repository_13919
SUSANB,Chlorophyll a (in situ) (ug/L),sensor_repository_13916
SUSANB,Chlorophyll b (by vol) (mg/L),sensor_repository_13904
SUSANB,Chlorophyll c (by vol) (mg/L),sensor_repository_13907
SUSANB,Chlorophyll sample volume (mL),sensor_repository_13910
SUSANB,Cloud cover (%),sensor_repository_13929
SUSANB,Collection Method,sensor_repository_13827
SUSANB,Conductivity @ 25 deg C (uS/cm),sensor_repository_13837
SUSANB,Depth (m),sensor_repository_13830
SUSANB,Depth _s (m),sensor_repository_13829
SUSANB,Depth measuring point,sensor_repository_13828
SUSANB,Depth To (m),sensor_repository_13831
SUSANB,Dissolved Oxygen (% saturation),sensor_repository_13846
SUSANB,Dissolved Oxygen (mg/L),sensor_repository_13843
SUSANB,Flow status,sensor_repository_13931
SUSANB,N (sum sol org) {DON} (ug/L),sensor_repository_13869
SUSANB,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_13863
SUSANB,N (tot kjel) {TKN} (ug/L),sensor_repository_13872
SUSANB,N (tot) {TN pTN} (ug/L),sensor_repository_13860
SUSANB,NH3-N/NH4-N (sol) (ug/L),sensor_repository_13866
SUSANB,NO2-N (sol) (ug/L),sensor_repository_13875
SUSANB,NO3-N (sol) (ug/L),sensor_repository_13878
SUSANB,Null reading,sensor_repository_13927
SUSANB,P (tot) {TP pTP} (ug/L),sensor_repository_13881
SUSANB,pH,sensor_repository_13848
SUSANB,Phaeophytin a (by vol) (mg/L),sensor_repository_13913
SUSANB,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_13925
SUSANB,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_13922
SUSANB,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_13884
SUSANB,Program Code,sensor_repository_13825
SUSANB,Program Site Ref,sensor_repository_13824
SUSANB,Salinity (ppt),sensor_repository_13834
SUSANB,Sample Type,sensor_repository_13826
SUSANB,Secchi depth (m),sensor_repository_13854
SUSANB,Security Level,sensor_repository_13832
SUSANB,SiO2 (sol react) (ug/L),sensor_repository_13893
SUSANB,SiO2-Si (sol react) (ug/L),sensor_repository_13896
SUSANB,Site Ref,sensor_repository_13823
SUSANB,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_13899
SUSANB,Temperature (deg C),sensor_repository_13840
SUSANB,Tide status,sensor_repository_13932
SUSANB,Turbidity (NTU),sensor_repository_13851
SUSANB,Water level (SLE) (m),sensor_repository_13934
SUSANB,Wind direction (°),sensor_repository_13937
SUSANB,Wind speed (knot),sensor_repository_13940
SWANR,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_14125
SWANR,Bottom Depth (m),sensor_repository_14095
SWANR,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_14128
SWANR,Chlorophyll a (by vol) (mg/L),sensor_repository_14139
SWANR,Chlorophyll a (in situ) (RFU),sensor_repository_14157
SWANR,Chlorophyll a (in situ) (ug/L),sensor_repository_14154
SWANR,Chlorophyll b (by vol) (mg/L),sensor_repository_14142
SWANR,Chlorophyll c (by vol) (mg/L),sensor_repository_14145
SWANR,Chlorophyll sample volume (mL),sensor_repository_14148
SWANR,Cloud cover (%),sensor_repository_14167
SWANR,Collection Method,sensor_repository_14065
SWANR,Conductivity @ 25 deg C (uS/cm),sensor_repository_14075
SWANR,Depth (m),sensor_repository_14068
SWANR,Depth _s (m),sensor_repository_14067
SWANR,Depth measuring point,sensor_repository_14066
SWANR,Depth To (m),sensor_repository_14069
SWANR,Dissolved Oxygen (% saturation),sensor_repository_14084
SWANR,Dissolved Oxygen (mg/L),sensor_repository_14081
SWANR,Flow status,sensor_repository_14169
SWANR,N (sum sol org) {DON} (ug/L),sensor_repository_14107
SWANR,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_14101
SWANR,N (tot kjel) {TKN} (ug/L),sensor_repository_14110
SWANR,N (tot) {TN pTN} (ug/L),sensor_repository_14098
SWANR,NH3-N/NH4-N (sol) (ug/L),sensor_repository_14104
SWANR,NO2-N (sol) (ug/L),sensor_repository_14113
SWANR,NO3-N (sol) (ug/L),sensor_repository_14116
SWANR,Null reading,sensor_repository_14165
SWANR,P (tot) {TP pTP} (ug/L),sensor_repository_14119
SWANR,pH,sensor_repository_14086
SWANR,Phaeophytin a (by vol) (mg/L),sensor_repository_14151
SWANR,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_14163
SWANR,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_14160
SWANR,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_14122
SWANR,Program Code,sensor_repository_14063
SWANR,Program Site Ref,sensor_repository_14062
SWANR,Salinity (ppt),sensor_repository_14072
SWANR,Sample Type,sensor_repository_14064
SWANR,Secchi depth (m),sensor_repository_14092
SWANR,Security Level,sensor_repository_14070
SWANR,SiO2 (sol react) (ug/L),sensor_repository_14131
SWANR,SiO2-Si (sol react) (ug/L),sensor_repository_14134
SWANR,Site Ref,sensor_repository_14061
SWANR,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_14137
SWANR,Temperature (deg C),sensor_repository_14078
SWANR,Tide status,sensor_repository_14170
SWANR,Turbidity (NTU),sensor_repository_14089
SWANR,Water level (SLE) (m),sensor_repository_14172
SWANR,Wind direction (°),sensor_repository_14175
SWANR,Wind speed (knot),sensor_repository_14178
SWD1,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_14363
SWD1,Bottom Depth (m),sensor_repository_14333
SWD1,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_14366
SWD1,Chlorophyll a (by vol) (mg/L),sensor_repository_14377
SWD1,Chlorophyll a (in situ) (RFU),sensor_repository_14395
SWD1,Chlorophyll a (in situ) (ug/L),sensor_repository_14392
SWD1,Chlorophyll b (by vol) (mg/L),sensor_repository_14380
SWD1,Chlorophyll c (by vol) (mg/L),sensor_repository_14383
SWD1,Chlorophyll sample volume (mL),sensor_repository_14386
SWD1,Cloud cover (%),sensor_repository_14405
SWD1,Collection Method,sensor_repository_14303
SWD1,Conductivity @ 25 deg C (uS/cm),sensor_repository_14313
SWD1,Depth (m),sensor_repository_14306
SWD1,Depth _s (m),sensor_repository_14305
SWD1,Depth measuring point,sensor_repository_14304
SWD1,Depth To (m),sensor_repository_14307
SWD1,Dissolved Oxygen (% saturation),sensor_repository_14322
SWD1,Dissolved Oxygen (mg/L),sensor_repository_14319
SWD1,Flow status,sensor_repository_14407
SWD1,N (sum sol org) {DON} (ug/L),sensor_repository_14345
SWD1,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_14339
SWD1,N (tot kjel) {TKN} (ug/L),sensor_repository_14348
SWD1,N (tot) {TN pTN} (ug/L),sensor_repository_14336
SWD1,NH3-N/NH4-N (sol) (ug/L),sensor_repository_14342
SWD1,NO2-N (sol) (ug/L),sensor_repository_14351
SWD1,NO3-N (sol) (ug/L),sensor_repository_14354
SWD1,Null reading,sensor_repository_14403
SWD1,P (tot) {TP pTP} (ug/L),sensor_repository_14357
SWD1,pH,sensor_repository_14324
SWD1,Phaeophytin a (by vol) (mg/L),sensor_repository_14389
SWD1,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_14401
SWD1,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_14398
SWD1,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_14360
SWD1,Program Code,sensor_repository_14301
SWD1,Program Site Ref,sensor_repository_14300
SWD1,Salinity (ppt),sensor_repository_14310
SWD1,Sample Type,sensor_repository_14302
SWD1,Secchi depth (m),sensor_repository_14330
SWD1,Security Level,sensor_repository_14308
SWD1,SiO2 (sol react) (ug/L),sensor_repository_14369
SWD1,SiO2-Si (sol react) (ug/L),sensor_repository_14372
SWD1,Site Ref,sensor_repository_14299
SWD1,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_14375
SWD1,Temperature (deg C),sensor_repository_14316
SWD1,Tide status,sensor_repository_14408
SWD1,Turbidity (NTU),sensor_repository_14327
SWD1,Water level (SLE) (m),sensor_repository_14410
SWD1,Wind direction (°),sensor_repository_14413
SWD1,Wind speed (knot),sensor_repository_14416
SWN1,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_14601
SWN1,Bottom Depth (m),sensor_repository_14571
SWN1,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_14604
SWN1,Chlorophyll a (by vol) (mg/L),sensor_repository_14615
SWN1,Chlorophyll a (in situ) (RFU),sensor_repository_14633
SWN1,Chlorophyll a (in situ) (ug/L),sensor_repository_14630
SWN1,Chlorophyll b (by vol) (mg/L),sensor_repository_14618
SWN1,Chlorophyll c (by vol) (mg/L),sensor_repository_14621
SWN1,Chlorophyll sample volume (mL),sensor_repository_14624
SWN1,Cloud cover (%),sensor_repository_14643
SWN1,Collection Method,sensor_repository_14541
SWN1,Conductivity @ 25 deg C (uS/cm),sensor_repository_14551
SWN1,Depth (m),sensor_repository_14544
SWN1,Depth _s (m),sensor_repository_14543
SWN1,Depth measuring point,sensor_repository_14542
SWN1,Depth To (m),sensor_repository_14545
SWN1,Dissolved Oxygen (% saturation),sensor_repository_14560
SWN1,Dissolved Oxygen (mg/L),sensor_repository_14557
SWN1,Flow status,sensor_repository_14645
SWN1,N (sum sol org) {DON} (ug/L),sensor_repository_14583
SWN1,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_14577
SWN1,N (tot kjel) {TKN} (ug/L),sensor_repository_14586
SWN1,N (tot) {TN pTN} (ug/L),sensor_repository_14574
SWN1,NH3-N/NH4-N (sol) (ug/L),sensor_repository_14580
SWN1,NO2-N (sol) (ug/L),sensor_repository_14589
SWN1,NO3-N (sol) (ug/L),sensor_repository_14592
SWN1,Null reading,sensor_repository_14641
SWN1,P (tot) {TP pTP} (ug/L),sensor_repository_14595
SWN1,pH,sensor_repository_14562
SWN1,Phaeophytin a (by vol) (mg/L),sensor_repository_14627
SWN1,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_14639
SWN1,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_14636
SWN1,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_14598
SWN1,Program Code,sensor_repository_14539
SWN1,Program Site Ref,sensor_repository_14538
SWN1,Salinity (ppt),sensor_repository_14548
SWN1,Sample Type,sensor_repository_14540
SWN1,Secchi depth (m),sensor_repository_14568
SWN1,Security Level,sensor_repository_14546
SWN1,SiO2 (sol react) (ug/L),sensor_repository_14607
SWN1,SiO2-Si (sol react) (ug/L),sensor_repository_14610
SWN1,Site Ref,sensor_repository_14537
SWN1,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_14613
SWN1,Temperature (deg C),sensor_repository_14554
SWN1,Tide status,sensor_repository_14646
SWN1,Turbidity (NTU),sensor_repository_14565
SWN1,Water level (SLE) (m),sensor_repository_14648
SWN1,Wind direction (°),sensor_repository_14651
SWN1,Wind speed (knot),sensor_repository_14654
SWN2,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_14839
SWN2,Bottom Depth (m),sensor_repository_14809
SWN2,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_14842
SWN2,Chlorophyll a (by vol) (mg/L),sensor_repository_14853
SWN2,Chlorophyll a (in situ) (RFU),sensor_repository_14871
SWN2,Chlorophyll a (in situ) (ug/L),sensor_repository_14868
SWN2,Chlorophyll b (by vol) (mg/L),sensor_repository_14856
SWN2,Chlorophyll c (by vol) (mg/L),sensor_repository_14859
SWN2,Chlorophyll sample volume (mL),sensor_repository_14862
SWN2,Cloud cover (%),sensor_repository_14881
SWN2,Collection Method,sensor_repository_14779
SWN2,Conductivity @ 25 deg C (uS/cm),sensor_repository_14789
SWN2,Depth (m),sensor_repository_14782
SWN2,Depth _s (m),sensor_repository_14781
SWN2,Depth measuring point,sensor_repository_14780
SWN2,Depth To (m),sensor_repository_14783
SWN2,Dissolved Oxygen (% saturation),sensor_repository_14798
SWN2,Dissolved Oxygen (mg/L),sensor_repository_14795
SWN2,Flow status,sensor_repository_14883
SWN2,N (sum sol org) {DON} (ug/L),sensor_repository_14821
SWN2,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_14815
SWN2,N (tot kjel) {TKN} (ug/L),sensor_repository_14824
SWN2,N (tot) {TN pTN} (ug/L),sensor_repository_14812
SWN2,NH3-N/NH4-N (sol) (ug/L),sensor_repository_14818
SWN2,NO2-N (sol) (ug/L),sensor_repository_14827
SWN2,NO3-N (sol) (ug/L),sensor_repository_14830
SWN2,Null reading,sensor_repository_14879
SWN2,P (tot) {TP pTP} (ug/L),sensor_repository_14833
SWN2,pH,sensor_repository_14800
SWN2,Phaeophytin a (by vol) (mg/L),sensor_repository_14865
SWN2,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_14877
SWN2,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_14874
SWN2,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_14836
SWN2,Program Code,sensor_repository_14777
SWN2,Program Site Ref,sensor_repository_14776
SWN2,Salinity (ppt),sensor_repository_14786
SWN2,Sample Type,sensor_repository_14778
SWN2,Secchi depth (m),sensor_repository_14806
SWN2,Security Level,sensor_repository_14784
SWN2,SiO2 (sol react) (ug/L),sensor_repository_14845
SWN2,SiO2-Si (sol react) (ug/L),sensor_repository_14848
SWN2,Site Ref,sensor_repository_14775
SWN2,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_14851
SWN2,Temperature (deg C),sensor_repository_14792
SWN2,Tide status,sensor_repository_14884
SWN2,Turbidity (NTU),sensor_repository_14803
SWN2,Water level (SLE) (m),sensor_repository_14886
SWN2,Wind direction (°),sensor_repository_14889
SWN2,Wind speed (knot),sensor_repository_14892
SWN4,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_15077
SWN4,Bottom Depth (m),sensor_repository_15047
SWN4,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_15080
SWN4,Chlorophyll a (by vol) (mg/L),sensor_repository_15091
SWN4,Chlorophyll a (in situ) (RFU),sensor_repository_15109
SWN4,Chlorophyll a (in situ) (ug/L),sensor_repository_15106
SWN4,Chlorophyll b (by vol) (mg/L),sensor_repository_15094
SWN4,Chlorophyll c (by vol) (mg/L),sensor_repository_15097
SWN4,Chlorophyll sample volume (mL),sensor_repository_15100
SWN4,Cloud cover (%),sensor_repository_15119
SWN4,Collection Method,sensor_repository_15017
SWN4,Conductivity @ 25 deg C (uS/cm),sensor_repository_15027
SWN4,Depth (m),sensor_repository_15020
SWN4,Depth _s (m),sensor_repository_15019
SWN4,Depth measuring point,sensor_repository_15018
SWN4,Depth To (m),sensor_repository_15021
SWN4,Dissolved Oxygen (% saturation),sensor_repository_15036
SWN4,Dissolved Oxygen (mg/L),sensor_repository_15033
SWN4,Flow status,sensor_repository_15121
SWN4,N (sum sol org) {DON} (ug/L),sensor_repository_15059
SWN4,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_15053
SWN4,N (tot kjel) {TKN} (ug/L),sensor_repository_15062
SWN4,N (tot) {TN pTN} (ug/L),sensor_repository_15050
SWN4,NH3-N/NH4-N (sol) (ug/L),sensor_repository_15056
SWN4,NO2-N (sol) (ug/L),sensor_repository_15065
SWN4,NO3-N (sol) (ug/L),sensor_repository_15068
SWN4,Null reading,sensor_repository_15117
SWN4,P (tot) {TP pTP} (ug/L),sensor_repository_15071
SWN4,pH,sensor_repository_15038
SWN4,Phaeophytin a (by vol) (mg/L),sensor_repository_15103
SWN4,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_15115
SWN4,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_15112
SWN4,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_15074
SWN4,Program Code,sensor_repository_15015
SWN4,Program Site Ref,sensor_repository_15014
SWN4,Salinity (ppt),sensor_repository_15024
SWN4,Sample Type,sensor_repository_15016
SWN4,Secchi depth (m),sensor_repository_15044
SWN4,Security Level,sensor_repository_15022
SWN4,SiO2 (sol react) (ug/L),sensor_repository_15083
SWN4,SiO2-Si (sol react) (ug/L),sensor_repository_15086
SWN4,Site Ref,sensor_repository_15013
SWN4,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_15089
SWN4,Temperature (deg C),sensor_repository_15030
SWN4,Tide status,sensor_repository_15122
SWN4,Turbidity (NTU),sensor_repository_15041
SWN4,Water level (SLE) (m),sensor_repository_15124
SWN4,Wind direction (°),sensor_repository_15127
SWN4,Wind speed (knot),sensor_repository_15130
SWN6,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_15315
SWN6,Bottom Depth (m),sensor_repository_15285
SWN6,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_15318
SWN6,Chlorophyll a (by vol) (mg/L),sensor_repository_15329
SWN6,Chlorophyll a (in situ) (RFU),sensor_repository_15347
SWN6,Chlorophyll a (in situ) (ug/L),sensor_repository_15344
SWN6,Chlorophyll b (by vol) (mg/L),sensor_repository_15332
SWN6,Chlorophyll c (by vol) (mg/L),sensor_repository_15335
SWN6,Chlorophyll sample volume (mL),sensor_repository_15338
SWN6,Cloud cover (%),sensor_repository_15357
SWN6,Collection Method,sensor_repository_15255
SWN6,Conductivity @ 25 deg C (uS/cm),sensor_repository_15265
SWN6,Depth (m),sensor_repository_15258
SWN6,Depth _s (m),sensor_repository_15257
SWN6,Depth measuring point,sensor_repository_15256
SWN6,Depth To (m),sensor_repository_15259
SWN6,Dissolved Oxygen (% saturation),sensor_repository_15274
SWN6,Dissolved Oxygen (mg/L),sensor_repository_15271
SWN6,Flow status,sensor_repository_15359
SWN6,N (sum sol org) {DON} (ug/L),sensor_repository_15297
SWN6,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_15291
SWN6,N (tot kjel) {TKN} (ug/L),sensor_repository_15300
SWN6,N (tot) {TN pTN} (ug/L),sensor_repository_15288
SWN6,NH3-N/NH4-N (sol) (ug/L),sensor_repository_15294
SWN6,NO2-N (sol) (ug/L),sensor_repository_15303
SWN6,NO3-N (sol) (ug/L),sensor_repository_15306
SWN6,Null reading,sensor_repository_15355
SWN6,P (tot) {TP pTP} (ug/L),sensor_repository_15309
SWN6,pH,sensor_repository_15276
SWN6,Phaeophytin a (by vol) (mg/L),sensor_repository_15341
SWN6,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_15353
SWN6,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_15350
SWN6,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_15312
SWN6,Program Code,sensor_repository_15253
SWN6,Program Site Ref,sensor_repository_15252
SWN6,Salinity (ppt),sensor_repository_15262
SWN6,Sample Type,sensor_repository_15254
SWN6,Secchi depth (m),sensor_repository_15282
SWN6,Security Level,sensor_repository_15260
SWN6,SiO2 (sol react) (ug/L),sensor_repository_15321
SWN6,SiO2-Si (sol react) (ug/L),sensor_repository_15324
SWN6,Site Ref,sensor_repository_15251
SWN6,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_15327
SWN6,Temperature (deg C),sensor_repository_15268
SWN6,Tide status,sensor_repository_15360
SWN6,Turbidity (NTU),sensor_repository_15279
SWN6,Water level (SLE) (m),sensor_repository_15362
SWN6,Wind direction (°),sensor_repository_15365
SWN6,Wind speed (knot),sensor_repository_15368
SWS11,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_16505
SWS11,Bottom Depth (m),sensor_repository_16475
SWS11,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_16508
SWS11,Chlorophyll a (by vol) (mg/L),sensor_repository_16519
SWS11,Chlorophyll a (in situ) (RFU),sensor_repository_16537
SWS11,Chlorophyll a (in situ) (ug/L),sensor_repository_16534
SWS11,Chlorophyll b (by vol) (mg/L),sensor_repository_16522
SWS11,Chlorophyll c (by vol) (mg/L),sensor_repository_16525
SWS11,Chlorophyll sample volume (mL),sensor_repository_16528
SWS11,Cloud cover (%),sensor_repository_16547
SWS11,Collection Method,sensor_repository_16445
SWS11,Conductivity @ 25 deg C (uS/cm),sensor_repository_16455
SWS11,Depth (m),sensor_repository_16448
SWS11,Depth _s (m),sensor_repository_16447
SWS11,Depth measuring point,sensor_repository_16446
SWS11,Depth To (m),sensor_repository_16449
SWS11,Dissolved Oxygen (% saturation),sensor_repository_16464
SWS11,Dissolved Oxygen (mg/L),sensor_repository_16461
SWS11,Flow status,sensor_repository_16549
SWS11,N (sum sol org) {DON} (ug/L),sensor_repository_16487
SWS11,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_16481
SWS11,N (tot kjel) {TKN} (ug/L),sensor_repository_16490
SWS11,N (tot) {TN pTN} (ug/L),sensor_repository_16478
SWS11,NH3-N/NH4-N (sol) (ug/L),sensor_repository_16484
SWS11,NO2-N (sol) (ug/L),sensor_repository_16493
SWS11,NO3-N (sol) (ug/L),sensor_repository_16496
SWS11,Null reading,sensor_repository_16545
SWS11,P (tot) {TP pTP} (ug/L),sensor_repository_16499
SWS11,pH,sensor_repository_16466
SWS11,Phaeophytin a (by vol) (mg/L),sensor_repository_16531
SWS11,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_16543
SWS11,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_16540
SWS11,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_16502
SWS11,Program Code,sensor_repository_16443
SWS11,Program Site Ref,sensor_repository_16442
SWS11,Salinity (ppt),sensor_repository_16452
SWS11,Sample Type,sensor_repository_16444
SWS11,Secchi depth (m),sensor_repository_16472
SWS11,Security Level,sensor_repository_16450
SWS11,SiO2 (sol react) (ug/L),sensor_repository_16511
SWS11,SiO2-Si (sol react) (ug/L),sensor_repository_16514
SWS11,Site Ref,sensor_repository_16441
SWS11,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_16517
SWS11,Temperature (deg C),sensor_repository_16458
SWS11,Tide status,sensor_repository_16550
SWS11,Turbidity (NTU),sensor_repository_16469
SWS11,Water level (SLE) (m),sensor_repository_16552
SWS11,Wind direction (°),sensor_repository_16555
SWS11,Wind speed (knot),sensor_repository_16558
SWS5,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_15553
SWS5,Bottom Depth (m),sensor_repository_15523
SWS5,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_15556
SWS5,Chlorophyll a (by vol) (mg/L),sensor_repository_15567
SWS5,Chlorophyll a (in situ) (RFU),sensor_repository_15585
SWS5,Chlorophyll a (in situ) (ug/L),sensor_repository_15582
SWS5,Chlorophyll b (by vol) (mg/L),sensor_repository_15570
SWS5,Chlorophyll c (by vol) (mg/L),sensor_repository_15573
SWS5,Chlorophyll sample volume (mL),sensor_repository_15576
SWS5,Cloud cover (%),sensor_repository_15595
SWS5,Collection Method,sensor_repository_15493
SWS5,Conductivity @ 25 deg C (uS/cm),sensor_repository_15503
SWS5,Depth (m),sensor_repository_15496
SWS5,Depth _s (m),sensor_repository_15495
SWS5,Depth measuring point,sensor_repository_15494
SWS5,Depth To (m),sensor_repository_15497
SWS5,Dissolved Oxygen (% saturation),sensor_repository_15512
SWS5,Dissolved Oxygen (mg/L),sensor_repository_15509
SWS5,Flow status,sensor_repository_15597
SWS5,N (sum sol org) {DON} (ug/L),sensor_repository_15535
SWS5,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_15529
SWS5,N (tot kjel) {TKN} (ug/L),sensor_repository_15538
SWS5,N (tot) {TN pTN} (ug/L),sensor_repository_15526
SWS5,NH3-N/NH4-N (sol) (ug/L),sensor_repository_15532
SWS5,NO2-N (sol) (ug/L),sensor_repository_15541
SWS5,NO3-N (sol) (ug/L),sensor_repository_15544
SWS5,Null reading,sensor_repository_15593
SWS5,P (tot) {TP pTP} (ug/L),sensor_repository_15547
SWS5,pH,sensor_repository_15514
SWS5,Phaeophytin a (by vol) (mg/L),sensor_repository_15579
SWS5,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_15591
SWS5,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_15588
SWS5,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_15550
SWS5,Program Code,sensor_repository_15491
SWS5,Program Site Ref,sensor_repository_15490
SWS5,Salinity (ppt),sensor_repository_15500
SWS5,Sample Type,sensor_repository_15492
SWS5,Secchi depth (m),sensor_repository_15520
SWS5,Security Level,sensor_repository_15498
SWS5,SiO2 (sol react) (ug/L),sensor_repository_15559
SWS5,SiO2-Si (sol react) (ug/L),sensor_repository_15562
SWS5,Site Ref,sensor_repository_15489
SWS5,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_15565
SWS5,Temperature (deg C),sensor_repository_15506
SWS5,Tide status,sensor_repository_15598
SWS5,Turbidity (NTU),sensor_repository_15517
SWS5,Water level (SLE) (m),sensor_repository_15600
SWS5,Wind direction (°),sensor_repository_15603
SWS5,Wind speed (knot),sensor_repository_15606
SWS6,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_15791
SWS6,Bottom Depth (m),sensor_repository_15761
SWS6,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_15794
SWS6,Chlorophyll a (by vol) (mg/L),sensor_repository_15805
SWS6,Chlorophyll a (in situ) (RFU),sensor_repository_15823
SWS6,Chlorophyll a (in situ) (ug/L),sensor_repository_15820
SWS6,Chlorophyll b (by vol) (mg/L),sensor_repository_15808
SWS6,Chlorophyll c (by vol) (mg/L),sensor_repository_15811
SWS6,Chlorophyll sample volume (mL),sensor_repository_15814
SWS6,Cloud cover (%),sensor_repository_15833
SWS6,Collection Method,sensor_repository_15731
SWS6,Conductivity @ 25 deg C (uS/cm),sensor_repository_15741
SWS6,Depth (m),sensor_repository_15734
SWS6,Depth _s (m),sensor_repository_15733
SWS6,Depth measuring point,sensor_repository_15732
SWS6,Depth To (m),sensor_repository_15735
SWS6,Dissolved Oxygen (% saturation),sensor_repository_15750
SWS6,Dissolved Oxygen (mg/L),sensor_repository_15747
SWS6,Flow status,sensor_repository_15835
SWS6,N (sum sol org) {DON} (ug/L),sensor_repository_15773
SWS6,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_15767
SWS6,N (tot kjel) {TKN} (ug/L),sensor_repository_15776
SWS6,N (tot) {TN pTN} (ug/L),sensor_repository_15764
SWS6,NH3-N/NH4-N (sol) (ug/L),sensor_repository_15770
SWS6,NO2-N (sol) (ug/L),sensor_repository_15779
SWS6,NO3-N (sol) (ug/L),sensor_repository_15782
SWS6,Null reading,sensor_repository_15831
SWS6,P (tot) {TP pTP} (ug/L),sensor_repository_15785
SWS6,pH,sensor_repository_15752
SWS6,Phaeophytin a (by vol) (mg/L),sensor_repository_15817
SWS6,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_15829
SWS6,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_15826
SWS6,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_15788
SWS6,Program Code,sensor_repository_15729
SWS6,Program Site Ref,sensor_repository_15728
SWS6,Salinity (ppt),sensor_repository_15738
SWS6,Sample Type,sensor_repository_15730
SWS6,Secchi depth (m),sensor_repository_15758
SWS6,Security Level,sensor_repository_15736
SWS6,SiO2 (sol react) (ug/L),sensor_repository_15797
SWS6,SiO2-Si (sol react) (ug/L),sensor_repository_15800
SWS6,Site Ref,sensor_repository_15727
SWS6,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_15803
SWS6,Temperature (deg C),sensor_repository_15744
SWS6,Tide status,sensor_repository_15836
SWS6,Turbidity (NTU),sensor_repository_15755
SWS6,Water level (SLE) (m),sensor_repository_15838
SWS6,Wind direction (°),sensor_repository_15841
